@relation InitialSetByLHS

@attribute executorTerminationTimeoutMillis numeric
@attribute maxConnections numeric
@attribute maxKeepAliveRequests numeric
@attribute connectionTimeout numeric
@attribute acceptorThreadCount numeric
@attribute minSpareThreads numeric
@attribute asyncTimeout numeric
@attribute socketBuffer numeric
@attribute maxThreads numeric
@attribute acceptCount numeric
@attribute processorCache numeric
@attribute keepAliveTimeout numeric
@attribute performance numeric

@data
233080,29545,12806,87513,13.580791,1753,2244,57536,6341,9590,4736,106594,2756.3
233652,2491,10820,149013,13.360827,812,243088,78689,11631,6012,8293,10133,2734.4
234447,7039,9151,140285,17.832917,7045,79688,95692,18486,1234,1098,47879,2528.1
234755,25347,8751,287940,13.895411,9155,76949,46056,13251,2661,7974,107856,2645.9
235579,9373,15472,280633,13.438205,4803,189892,42141,6111,70,2042,17914,2297.1
236250,5712,10091,21723,7.951448,4015,31709,16164,4704,6890,3347,183487,2579
236614,11219,3836,130999,9.3901,4330,124794,224,18797,6076,4378,201483,2622.6
237166,25581,9579,122646,17.150897,9989,101151,19394,14276,6236,6269,173779,2506.5
237904,19619,18990,169719,7.790693,9413,93345,96170,6304,474,6782,127452,2396.1
238509,15313,4533,60299,17.577864,3567,267829,60994,17711,850,8514,48690,2109.1
238977,24536,8439,133221,13.951487,3320,139357,47410,18721,6827,3640,206790,2516.9
239953,2308,18229,18564,11.344351,1598,210980,41031,5922,5731,8939,137698,2872.3
240458,29679,3510,125405,18.777506,2662,97922,68318,12559,358,6645,253982,2748.6
241152,13258,5948,49901,22.50403,1413,169114,74485,17377,6999,3433,238431,2661.3
241792,20068,1767,213645,5.525969,5015,255512,50191,8503,7342,8028,279302,2361
242361,3819,6579,103620,6.344998,6540,129473,29043,15752,1180,8134,154539,2206.1
242727,3650,8244,184193,3.234257,8319,164703,92866,643,8712,4056,252961,2507.4
243425,18052,2691,74974,13.050017,9625,40432,79612,4048,3177,3784,200507,2639.6
244101,13335,12263,66071,17.855403,1908,135956,80401,19717,259,3300,149708,2760.1
244524,12484,7705,133890,19.042182,3682,296782,99626,14591,7887,877,154877,2205.3
245396,24352,3475,129561,12.918829,6605,147561,69641,9539,9618,2008,62201,2487.9
245641,29894,17966,26261,3.283529,6646,35931,36040,15360,3771,562,1632,2768.1
246287,24961,2882,127483,11.541552,753,82328,25324,4163,2615,4066,193806,2558.1
246640,6593,8293,191101,20.611532,8541,70718,10788,6,1214,2981,126723,2781.4
247567,23799,16194,298642,17.922595,8781,137705,77536,12355,1045,4630,101271,2595.2
248219,25030,3587,299220,3.969977,3552,209421,61148,13483,3559,6626,272414,2504.4
248767,19063,3146,69763,16.790824,5757,280656,33323,14859,2753,2896,228002,1959.9
249318,6643,7628,243384,23.992193,7825,49994,20499,15644,4063,7453,227298,2629
250154,29491,17476,25381,21.143934,2990,111248,29844,1757,6516,8323,32915,2751
250557,28863,9793,208939,5.956104,7739,91683,55968,1642,4329,9621,43570,2702
251327,20746,15052,89508,15.393822,4931,147432,1954,10510,3755,1723,11674,2715.4
251786,23079,7823,223168,16.416099,8822,115563,58524,15438,2364,7192,197111,2128.2
252582,29581,11323,34251,14.335057,7452,235185,14932,16378,5297,4331,152189,2648.3
253007,3436,15801,282637,4.830168,9805,114611,88218,12894,8623,6583,254478,2366.9
253394,3394,8640,292881,9.220693,1699,167398,97696,13980,5708,2295,101907,2125.4
254267,24471,8870,35724,18.118313,8810,124761,67573,5255,6962,113,210829,2075.5
254460,13189,1337,41056,9.839134,3093,35073,48721,11484,1929,7092,129626,2897.1
255070,16398,8235,28869,13.29168,7431,246820,82564,10790,2420,7763,175996,2172
256153,22929,19764,87979,9.099288,3004,295382,84489,11406,2016,6722,99310,2502.4
256416,25663,14089,221651,23.589412,8514,284099,7759,10530,2982,1961,84843,2750.9
257156,1882,5089,211893,15.422732,4714,68937,83031,7159,2847,4180,190113,2520.4
257907,8949,11428,283325,17.783691,1984,200422,28769,5002,6567,3729,70803,2867.2
258395,9559,7741,75018,9.64912,9673,162746,98407,7045,4907,8072,106989,2670.5
258728,28487,17759,63018,1.756934,3404,249595,62699,5759,2353,3038,47036,2682
259559,10483,6005,114590,22.008551,9554,24834,59385,5523,9318,4713,45999,2516.9
260059,1932,16816,152930,11.982645,6860,62906,44296,13200,4043,4037,282806,2245.2
260817,25234,11702,62647,5.156133,7792,66173,76299,9697,5142,4151,85798,2435.1
261201,29879,19028,235035,9.352873,5844,77687,16786,4407,3343,3200,19834,1873.9
262127,14353,3989,113510,7.505466,3739,64967,83317,3703,1873,3712,233512,2800.9
262290,15791,9841,59927,1.828773,4863,218826,5345,543,7955,7643,184883,2431.7
262848,18164,16914,281079,2.627269,789,130012,6962,2612,1462,4436,260967,1979.1
263775,23569,18124,263790,16.876233,2059,175774,80108,2471,3140,4759,221871,2627.1
264530,2115,17028,164436,19.226879,2908,174569,52045,4512,5574,6403,64613,2720.1
265037,12115,17702,107872,9.904051,7245,61656,85013,7401,3248,7366,51869,2356
265526,24563,16047,166141,22.663847,3943,250365,54631,11393,515,2161,76588,2544.1
265826,3765,4084,76514,18.079638,1509,225767,79059,7268,7778,5062,181535,2901.4
266776,23029,17154,232619,5.974366,2428,196101,89758,17966,6710,5909,55756,2796.3
267181,28972,15904,266613,1.072713,8590,56468,14481,4544,7879,169,232899,1305.9
268111,17271,9041,84547,3.030741,5154,287191,27573,10743,6620,2919,263082,2010
268633,1536,11508,136102,19.490991,8487,289820,10627,17074,4172,9175,251714,3060.4
269338,15617,18900,255898,18.693642,5721,56904,36916,14474,9779,6211,186075,2680.3
269430,28354,10042,160174,13.73331,8625,219926,64167,8124,8177,1471,22192,2516.6
270137,13027,7245,234093,16.598364,55,299623,59826,3385,5178,9230,97939,2405.6
270904,25148,7506,290981,16.069195,8562,18979,40858,505,4384,7781,209247,2051.7
271355,19311,4067,285593,7.339814,5066,136783,11146,5692,4487,6993,160498,1624.9
271813,24178,14634,98223,19.501333,5527,278481,76579,19275,6939,1240,4974,2815.2
272602,78,19070,7678,14.182458,8614,99417,34287,5123,9210,9672,160816,3684.5
273270,16182,19353,201423,12.402921,2268,84683,439,7227,1762,3384,45356,2692.7
273842,1400,18952,68670,11.430955,4107,231199,86655,62,4545,5097,204470,2726
274601,16825,9428,100654,4.925387,2599,8300,100140,1510,3233,9736,103457,2461.3
275003,9176,2608,232828,23.942692,7133,92043,46721,19769,7031,448,197920,2337
275843,4438,19938,113193,11.643436,4314,190669,38232,9381,2306,1146,170585,2556.2
276172,8548,2771,298071,21.192971,3781,252834,63642,17733,6853,4566,258208,2727.3
276926,8447,19511,295347,6.757919,903,46038,4299,6818,9118,5410,259164,2688.6
277509,17035,18345,286666,20.303052,5511,254266,89307,9741,2863,9267,146757,2617
278138,11738,958,12662,13.272485,8117,236422,15601,11924,9563,2071,7336,2544.9
278758,6703,13766,67929,21.252782,7692,188965,72247,6045,5644,8951,216172,2744.2
279430,23111,9218,219236,10.643503,7204,92858,93098,957,6031,2562,78092,1795.5
280170,11479,8896,30385,12.163053,1979,41167,79415,19340,6328,336,54347,2750.1
280459,26136,5782,44255,4.594226,149,161209,38813,6889,6760,2526,276688,2428.2
280824,21512,18251,177133,8.890795,6698,238823,45475,273,6364,4091,19255,2836.1
281619,3883,13003,51770,15.513675,4902,181636,33606,6364,9433,7325,169623,2709.7
282470,29976,4629,183147,4.640743,2526,170739,65563,12641,7526,2341,239822,2909.9
282857,1848,13395,188340,1.22022,7658,32179,5247,5803,7699,5844,22432,2369.8
283762,29342,12322,127984,17.649698,4050,43502,10281,12254,837,1078,79998,2590.9
283837,19671,13583,76062,10.34333,6887,265507,63209,3746,5557,2440,161692,2118.2
284719,11824,65,226707,12.804516,537,207684,100299,19534,8301,832,235280,2828.3
285540,20963,11080,260681,5.424478,2898,76623,16511,1058,7540,9759,97182,2940.3
285981,28395,12991,88212,8.736543,6526,236698,30566,12446,8279,8586,37129,2398.1
286354,19381,4576,1253,4.373666,4521,154068,25789,10883,5898,1586,290086,2729.9
287386,24263,1298,149453,8.69073,973,186552,22393,8662,6497,9484,243226,2002.8
287460,17937,12656,5716,6.959558,6943,131864,101915,7770,5992,7815,118498,2735.6
288149,16305,14873,297464,20.551147,3671,32808,23201,1531,8010,8154,96114,2434.2
288863,7833,840,95751,16.294687,7265,118089,90576,7514,8868,7502,279601,2021.9
289266,3331,18182,14570,14.380131,4499,267018,84163,9584,9746,6849,66669,2595.9
289959,19254,12103,276994,21.940723,4727,165938,20792,3865,9411,3245,141095,2702.5
290517,13730,12485,73170,16.129786,6677,48730,17707,1702,6798,6074,180036,2795.5
291305,20939,18754,81678,5.390264,5179,123814,37584,11838,5587,3092,89935,2701.5
291996,13485,4426,26822,16.258074,5358,117511,53289,2679,7386,1821,114200,2763.8
292580,10728,16785,223659,10.707148,4462,125604,43877,206,7203,8749,190451,2654.6
292842,7745,10909,216469,7.621203,1665,226546,31732,3331,1720,5101,275094,2714.5
293893,5805,13081,154014,4.70674,7812,7266,49392,1375,4942,5758,171633,2622.8
294403,10918,5601,108261,2.241563,7955,176726,43670,800,4279,71,4341,3831.5
295142,15955,2413,278270,1.559186,1492,113631,84210,11081,5233,1662,205717,2475.2
295394,5374,13695,264315,10.283915,4889,277974,44904,15883,2970,4283,188421,2348.5
296063,4988,19239,44731,18.578101,6398,282641,27919,15078,9984,5272,150584,2405.3
296796,3674,12595,91351,15.59808,5104,205442,56907,4254,576,9004,125658,1507.3
297386,10852,7842,288479,11.132682,8980,248027,75374,11729,2528,4231,151009,2757.7
297752,15672,17217,181455,2.759829,3905,150648,34721,2012,4436,9105,122525,2951.3
298235,581,12773,132422,14.994696,4548,130472,38065,2573,1749,356,224148,2777.7
299297,12565,5011,201615,10.51323,3168,46912,34065,16188,1571,8113,86952,2485.8
299478,15437,1823,182443,7.671353,406,213668,19201,19050,437,5597,91415,2767.2
449,18283,14798,54704,12.13685,3304,20110,76895,2038,9010,472,227788,2644.6
765,20043,15159,187554,7.021066,473,126755,77354,11404,6729,3577,76174,2026.9
1703,21818,10117,41360,9.740385,8149,247479,38517,4177,2372,5277,34602,2542.6
1927,13512,16254,63361,22.88525,7009,144617,72465,7478,9509,2359,16548,2696.9
2740,21437,6876,155232,9.873896,5526,178987,45973,18048,9841,1337,189948,2466.9
3048,16010,7207,161467,4.817068,27,15807,1664,636,4887,855,192330,2733.6
4013,19153,5067,243770,10.087154,4848,84952,47842,4701,8456,3032,164262,2642.5
4214,4620,19418,128099,18.056886,9178,153033,46777,12076,544,4732,189481,1966.6
5322,17317,13841,207718,9.980091,9849,105868,10396,2741,9144,5137,221130,2897.1
5861,15088,10258,203149,15.832664,792,240366,42242,273,3254,8191,63166,2848.8
6546,10117,9527,51631,11.259844,3417,206009,44687,3771,376,2275,211689,2546.3
7169,11989,3304,53614,18.53422,2636,227959,40324,1220,9361,3665,124804,2604.8
7203,7248,10865,110388,19.735423,5371,25564,78916,15802,6008,7492,253482,2819.4
8347,29109,2752,216642,9.239416,7927,8329,11562,5037,3457,312,31410,2649.9
8683,2607,5349,263150,19.248472,3166,140930,22787,16523,6533,9248,139468,1358.4
9321,4148,11127,139100,8.118489,5938,54157,92848,4118,3532,4444,177189,2395.4
9960,26644,19318,272756,21.870102,9043,154729,21135,6756,236,5323,51846,2879.4
10702,12117,18871,166332,8.278251,940,200328,92472,14182,791,3304,130325,2459.4
11130,18980,10753,287294,9.549268,1298,235980,37621,4266,8930,8310,119660,2684.5
11672,19460,271,23725,3.847394,736,194759,6451,10883,1385,3169,3005,2424.1
12280,22742,6285,132755,3.723674,9638,64196,56534,135,1766,1779,247361,2478.2
12748,6779,14060,57456,1.037613,4579,18509,64080,18804,1272,6100,182523,2737.2
13335,24378,13145,273208,7.123679,9896,101625,1255,14249,6899,2504,29393,2352.3
14159,26788,13372,249744,21.468783,8383,17404,66477,11378,2837,3879,205825,2434.9
14681,12160,12508,184092,3.703179,4186,208538,102292,19666,6403,1058,152463,2752.9
15109,12484,12386,247664,17.311919,7453,150205,66293,14618,8971,9996,77603,2616.3
16125,5633,11172,143757,14.68694,3625,201376,82640,1242,5416,6009,270891,1654.9
16355,28851,6219,46553,16.543133,7678,60674,62898,19924,8782,7512,26624,2513.1
17285,25185,10768,10577,8.49737,8412,166409,68650,7252,5234,8622,45374,2443
17868,11393,5419,184372,14.097326,189,114284,19722,19445,2453,3208,37507,2356.3
18454,15250,589,31045,11.713187,4440,132717,37157,10477,3750,8083,204659,2656.3
19114,10222,6590,75548,2.217839,5003,244883,59291,16803,6367,9869,41719,2634.2
19363,28150,17686,134275,5.129983,3336,148437,12888,16183,7231,4374,226392,3014.8
20018,16644,9169,93365,15.119789,1918,29398,15492,7219,2403,4607,122301,2606.1
20562,12343,13106,206236,6.746137,2562,202943,40694,9126,9083,9907,234501,2787.5
21451,21323,16381,15315,21.052311,3522,67181,52951,1766,6614,7319,70210,2670.5
22144,16772,19603,132220,9.671069,6142,282718,93812,77,5444,7611,231485,2666.1
22401,20649,11096,18590,20.820442,4294,127784,16206,9779,8169,7013,52478,2887.5
23056,12674,1582,55782,10.282312,1970,27193,60377,13657,4986,5557,213897,1841.1
23766,27518,9915,136233,16.594869,5651,84005,101172,4414,6277,7693,101974,2920.2
24386,1413,8966,4764,19.361366,8526,238868,17648,283,5195,9084,266261,1771.3
24837,7715,17337,217207,9.165266,5463,134808,2108,16420,4140,1619,245676,2501
25202,19029,2946,14522,23.607826,8512,240178,6672,19006,2218,6811,60021,2390.1
26303,19834,5498,8612,18.59645,372,102293,5699,13806,7204,6593,160533,2641
26613,17994,4940,34276,13.154744,4136,204518,35699,5461,9824,1449,10258,3180.8
27346,28750,15605,97418,17.504078,8010,263119,75767,9995,9060,2786,130923,2689.9
28132,11104,9312,93605,22.267722,9599,136972,71810,19591,2949,9362,219496,2446.3
28558,21868,11041,111231,4.278116,4338,54964,78764,18757,2069,2208,267495,2396.2
29319,22975,7460,230694,22.551689,7608,297525,52014,5381,1861,2112,227206,2563.8
29754,6829,19867,72163,10.779807,6827,16624,60681,12201,630,9741,65299,2690.6
30068,6899,10031,126288,16.392864,7314,61837,29734,10655,4022,9570,17620,2631.6
31111,23495,14246,290818,16.701361,7960,163745,50692,10611,5336,5810,273671,2605.6
32395,14390,7776,60189,2.735091,866,135762,63746,8117,4915,6143,282722,2508.6
32456,16045,9230,255945,21.295386,4803,239180,61553,15698,4281,9060,232703,2794
33018,5127,3059,115740,1.420236,4703,2119,74495,8463,8653,9036,193152,2653.1
34160,8347,974,15615,16.091648,6186,193013,54554,8,1666,9141,85504,2048.4
34596,20243,15551,259794,12.367172,3732,291300,91949,751,4173,3782,2957,4168.8
35121,10645,12233,293159,21.707692,2424,50544,75981,8599,7055,6977,252085,2599.1
35825,26608,5440,285410,12.292268,3510,281726,59835,14301,1888,8829,87264,2640.7
36060,17083,15682,197368,22.214908,3715,81729,57580,8494,7699,7424,78527,2139.5
36662,5902,911,96332,20.748089,4218,63542,4603,4482,511,1475,254335,2912.9
37533,14958,18024,141822,19.066018,5100,161297,90183,12895,8752,3262,44274,2469.6
38332,3472,9415,92931,7.691185,6794,170950,5018,7716,4645,9162,36896,2698.5
39037,17863,17078,140801,5.51319,6164,3768,92662,2636,8143,2866,223713,2412.1
39887,23658,7381,152721,18.663537,6520,263906,44005,965,3365,1501,184942,2966.1
40392,18571,8314,26443,13.900453,7331,38123,39324,13598,5560,1269,115296,1748
41307,21609,2238,18713,12.323553,719,196748,70987,3217,5953,9358,204329,1930.6
41968,8123,6721,192790,4.510936,2894,21414,59042,10586,3196,8771,186332,2955.4
42502,314,5860,129927,11.804029,7478,56023,2864,19522,6788,937,76870,3161.8
42857,9985,15087,166904,1.912603,567,100068,80964,18707,594,5771,202635,3045.1
43393,9423,4636,129027,13.284351,8699,95921,31996,12850,1157,7340,207675,2624.9
44153,26365,4016,62111,20.175017,4220,250867,26442,11884,7756,8815,25115,2663.8
44431,18153,17453,268080,2.567102,5072,66006,18065,3651,6853,9798,32930,2770.4
45153,13680,8104,21988,6.427384,2610,53320,75779,10841,9492,9273,144849,2599.6
46179,25555,5100,152335,3.146131,1923,231013,60921,951,8194,1578,13281,2874.4
46675,23104,13267,97987,22.471768,2842,241466,13143,18380,3880,9778,248072,1527.9
46988,3113,6055,60864,15.497968,7034,212844,16986,18520,8985,6308,166416,2755
47402,18237,4089,104798,4.117697,2524,117663,80531,577,6511,3376,188648,2667.1
48181,5237,1059,230267,20.098552,8341,286074,17604,10056,1111,7908,290467,2059.9
48735,2804,6031,297325,13.553894,5196,268914,57389,11976,6318,6778,8744,3110.8
49287,2747,1273,25384,13.12877,5638,67922,81810,709,6320,7063,201428,1215.5
50185,21005,3117,241711,15.924354,7838,108219,11886,14525,3294,137,243393,2666.9
50826,24644,3199,209305,9.619762,6132,244309,34755,16655,6900,6543,26352,2581.3
51067,2093,17863,196751,20.651498,6319,123130,64346,11576,4208,3155,69741,2677.7
51703,27649,17738,126935,19.088474,1425,51682,29244,1501,7449,7831,258793,2785.8
52239,25714,5299,133240,14.342627,5515,77739,1439,5796,3866,8707,127755,2787.9
53000,3585,4790,40688,3.555446,9447,258226,35198,16098,2296,5007,55575,2370.8
53545,128,3210,266915,18.41941,3881,109601,101965,5985,487,35,194129,4625.7
54334,29174,9598,209674,11.3883,7566,162866,95187,17537,6961,4240,12635,2634
54799,20891,14166,168408,16.557613,9912,81776,30996,4779,7003,8059,193630,2480.3
55463,22286,14687,140065,21.797909,587,129074,39846,2367,1310,1554,14734,2710.6
56283,8225,6407,122779,11.959828,8872,241188,63489,4644,4498,7663,39923,1745.7
56797,9216,9465,119879,15.683723,4692,28366,79670,8779,9345,7043,176092,2438.7
57278,21362,15428,176959,18.451392,86,78862,43645,10370,406,8467,242038,3071
58032,1115,2555,264193,3.040228,5803,183277,4760,14347,5537,8485,271213,2381.9
58521,25936,11901,118360,18.343257,3059,137667,51643,8348,9690,4281,10801,3081.9
59021,6426,16591,11709,16.000019,6815,285351,45873,15485,9259,2042,240883,1855.7
59586,25035,12703,160078,13.581004,6706,165118,48199,8607,9868,9641,67287,2390.9
60026,26201,4811,164784,2.126453,2126,58648,23971,3836,605,2122,80502,2783.2
61001,24359,14662,71859,18.778758,9757,13635,14380,11495,7650,9105,175742,1973.6
61565,9722,2056,248360,17.962372,6033,88577,32170,11869,1840,5524,79014,2719.6
62389,19574,11950,280738,18.214214,815,265732,24815,3330,5467,9613,257507,1752.7
62476,903,9990,147793,9.928861,1182,11238,9776,15198,7978,9294,27319,5552.5
63138,17169,5371,107447,8.876496,2312,77229,56231,9869,6393,6867,179893,2596.2
64411,17558,8710,76165,10.216097,4032,266714,54999,15465,6078,512,47862,2262.3
65197,26224,17668,106257,12.497268,3544,149901,81440,423,3693,5302,127024,1995.3
65472,11287,15004,83036,5.989598,9871,7787,98072,12145,729,4513,170939,2962.6
66089,18408,432,141204,2.84001,1672,105533,96616,1613,2884,5342,169216,2449.2
66669,13868,2686,153724,23.17142,2371,275085,85059,13501,2135,4059,266721,2003.5
67434,5854,8127,67780,17.091396,4916,59038,38344,19166,1045,9809,25635,2762.1
68118,20429,5552,232310,3.998312,5972,72925,69763,17467,5672,1862,157709,2881.3
68981,4116,5571,74719,12.61589,6103,228521,78265,7759,7596,6605,1160,3492.6
69557,16495,6134,9331,4.719826,456,214824,74301,17884,9750,7550,141917,3053.5
69961,7275,16619,358,4.961289,3918,65012,46375,9887,9333,7169,30929,2759.3
70301,18947,4971,245134,19.953474,7840,283585,30364,15616,7083,4754,287100,2592.4
71250,1573,8590,127786,19.309104,9716,188631,50525,3095,3846,7583,198020,2659.4
71462,18649,13677,257678,5.570831,8335,62540,52537,5666,7631,5451,237956,2589.8
72353,11591,12249,289855,12.562795,3838,245207,99937,9323,6100,7090,249151,1968.4
73083,17480,17595,208429,18.012275,695,259198,10841,3367,828,1109,126219,2924.5
73351,15351,15888,70781,7.035335,9514,194212,39142,6451,5081,3232,76587,2592.6
74025,976,5723,155791,3.977619,666,173590,54020,6143,657,3104,275120,2832.6
74721,24810,7824,258431,13.665086,5042,169994,7010,14939,8693,7386,63814,2510.6
75380,13429,10699,275224,12.86334,338,146542,18839,2890,2864,5665,268644,1909.2
75874,12856,3267,276368,6.444444,5481,152071,12140,13793,4942,8423,4256,3570.9
76336,26870,12989,182190,16.500645,5209,125006,35452,3150,5681,1236,135923,1641.6
77011,13446,14032,183002,14.441254,9800,78194,65945,2050,9037,2163,272290,2729.6
77967,3665,5838,164371,14.656101,1700,162289,6175,3413,9771,2457,138519,2831.8
78258,3834,10140,278832,3.860454,5437,153809,15905,18787,9424,88,187561,1252.5
78776,2926,8833,89995,14.61404,9784,189182,37823,16628,5139,243,198845,1694.6
79766,3388,11315,221256,10.630937,2861,175787,25013,5328,7327,2909,249711,1936.8
80173,28417,13900,5041,17.581487,7890,87126,42847,7961,847,6531,296150,2525.5
80633,20761,18367,169392,15.070094,2820,141337,29003,2794,2762,4114,20461,2862.6
81195,2389,9924,142429,20.927822,7633,264120,24506,4999,9115,5967,163240,2276.2
81857,29255,15183,113713,15.454025,4050,66265,53601,7772,4920,9537,188047,2814.4
82770,15927,4580,3282,5.078909,7954,210924,36981,810,5906,4931,217242,3044.9
83059,12274,16027,156830,22.160894,7222,169116,49130,10412,7617,2775,38649,2786.4
83528,17353,4048,19459,14.012915,840,84134,36103,6259,1205,3705,149308,2688.8
84479,29944,674,163732,15.882399,6454,113494,95508,7411,8278,3461,244699,2184.9
84746,21987,18639,112354,23.810554,1220,140058,69885,2449,1584,6852,97242,2417.9
85500,19682,14928,162106,11.665836,8973,233080,90103,15364,8565,4559,183835,2609.5
86155,28211,12284,121451,12.519967,8600,253874,1053,10316,2143,7328,255647,2743
86704,14048,15241,51162,4.078739,1981,221890,30278,6780,6773,8175,68275,2716.2
87472,9847,1909,219533,12.061984,7283,211708,9156,3459,9985,3128,186709,2062.9
88195,10796,3147,262068,9.80156,7511,174226,67495,3262,7848,2613,297256,2520.8
88500,4026,2765,270345,10.956976,535,206964,71081,4619,1929,7442,159867,2605.1
89109,16315,10561,194138,5.963381,601,181942,26648,1426,1988,4891,19466,2981.5
89755,17036,4124,298286,23.188037,8819,56907,25655,4065,5436,7190,71213,2487.3
90352,25879,6491,216164,4.147121,8547,230083,35268,15862,3824,3894,222540,2586
90964,14007,17883,149057,16.284718,2460,272774,40802,14688,904,1783,215179,2692.3
91363,29804,2316,62532,21.924227,5293,4448,47203,8217,4071,3638,236521,2110.2
92086,4627,12933,188917,19.025035,9966,103047,56776,9391,9644,2096,83036,2418.2
92862,13027,5766,235841,5.476308,4118,9162,65068,5205,1183,1187,87612,2680.2
93308,21581,19197,30394,2.318987,2148,203764,15114,6197,9305,4592,140261,2499.8
93679,13297,16938,256332,8.446715,7994,31474,8404,13601,3971,7819,215618,2688.2
94773,25370,13507,38185,1.354298,1468,229321,89597,13248,9813,4144,145816,1512
95115,24076,16239,56955,7.254511,1621,259503,17977,15411,3203,7369,172548,2721.7
95769,13164,15995,92399,8.926627,1892,167652,49339,11027,6355,1072,147682,2986.2
96435,10177,8186,286490,1.104841,6214,243079,33294,918,8711,5991,6222,3118.3
96867,2996,17833,148389,23.233956,6978,243372,41805,2809,8021,8070,110193,1979.7
97644,16718,6697,27058,7.273146,9115,25367,88809,5156,2909,693,90680,2368.5
97814,26500,7862,103607,9.574385,885,39013,35875,5711,6816,9122,292010,2614.4
98853,12399,8255,16898,19.400232,9135,68534,95749,1285,7732,9302,264149,2657.9
99176,23586,1979,172635,7.358075,6880,121733,91199,12177,1798,486,206790,2597.5
100073,62,11998,12096,11.588632,8830,226677,44165,3633,1733,1823,255039,2725.9
100241,6944,1560,191334,18.293549,4533,165995,75441,13698,4705,2649,92283,2581.2
101250,5460,6941,16415,1.73428,3076,278658,98604,8264,1960,951,212830,2990.3
101471,21273,17152,279159,10.038082,9247,292428,70275,2975,1551,5230,56208,1927.6
102487,21941,19246,283799,20.190928,7404,299792,78454,5093,7033,8649,220247,2745.1
103115,19904,17550,178075,14.125412,5034,130310,67961,15559,3035,4804,284953,2682
103349,18018,16729,271046,2.422328,7277,41897,31254,9033,5629,4967,274451,2407.8
104377,20108,10542,181634,15.659494,7542,188166,44635,14895,7556,3192,234742,2097.2
104514,603,11030,263666,17.792617,6900,14794,89845,18619,4744,2532,358,3630.8
105243,29332,11373,242134,1.942523,5700,297930,29293,12658,2599,6174,116608,2524.5
106157,18857,739,108963,10.72891,3398,133916,96023,3719,4117,7407,73113,2442.2
106662,9355,1865,161340,16.864955,8794,167164,5205,12034,6989,6649,117125,2452.4
107224,7855,15227,222641,5.043553,9232,279695,85335,10521,4455,1012,30339,1789.7
107894,22054,11486,277165,10.856752,2770,254961,70788,204,7065,5848,260947,3284.3
108106,3956,15954,88667,19.847043,5789,217186,45655,6005,3665,374,250471,2462.2
109008,9499,10810,190508,18.696576,8772,287307,72541,13388,309,1684,147581,2309.5
109738,18833,11449,284798,20.606056,966,155938,2509,1006,2926,6736,83507,2807.9
109852,11887,3356,280141,3.787158,1492,2542,59393,17564,3481,3855,164953,2581.1
110761,4706,3466,294005,4.662585,7779,131441,73096,6101,1525,6359,279782,1799.5
111373,14793,14129,288537,6.050578,8261,151614,38179,8530,3933,5189,66311,2733.5
111657,15798,15651,255507,17.677663,5168,273620,9354,16982,3411,7981,296400,2765.1
112713,4449,15041,274044,2.362662,5881,30047,23156,12966,3508,8972,12507,2155.1
113393,17429,9124,186128,4.60863,2192,80009,55500,3948,1297,895,156034,3012.5
113851,15765,3642,125381,14.951246,3757,104607,8707,14414,4594,1387,178294,2621.6
114403,5657,6366,224611,6.362439,7717,261570,95427,7481,4473,3557,94204,2669.2
115125,19133,7279,260572,9.31852,340,189742,83680,4295,5785,5489,125601,2666.3
115315,12992,800,254495,20.406973,6350,288174,62591,12821,7828,3343,137685,1915.2
115909,7345,14859,159599,3.193179,4392,37559,70473,12479,1222,5410,237109,2020.1
116977,8303,12641,2086,18.749837,5995,177362,99505,18460,180,6688,44419,3073.9
117260,28023,19977,242769,2.93761,1853,27733,86421,8834,9280,9921,289800,2818.3
117881,3192,18497,134426,3.019624,9193,181137,50937,17369,9901,904,165694,1698.5
118525,3863,19037,33394,15.334848,4371,32609,51039,16152,8849,6710,285083,2287.9
119029,17724,2992,180704,13.748111,4740,155527,54433,11924,3156,533,159077,2481.1
119628,2486,14614,189478,8.711513,7179,96676,43259,6676,5152,1280,39292,2448.9
120456,4243,11639,14097,19.473374,9532,218359,62765,7536,8071,6744,191942,2593.1
121108,14651,174,232103,1.240466,5540,101203,83426,8145,2684,6237,151850,2559.3
121346,16840,14822,268392,8.505292,7354,22796,27807,14150,5760,6901,145401,2669.9
121941,19940,1515,210112,2.696409,4515,208081,88395,10226,6086,4471,168793,2823.1
122648,10056,7038,68685,10.414421,6764,295163,42624,9751,9888,2249,171158,2342.4
123115,849,6113,218274,16.787149,7808,248446,31562,11778,9383,6487,252844,1838.7
124050,23850,9850,61587,12.642711,1735,43791,86721,7096,4431,2853,14015,2932.4
124698,8913,2323,123448,2.074767,6468,59716,13826,17140,8228,5947,287440,2845.5
125299,5475,5717,153357,21.098045,7104,170447,38771,5607,1326,2630,272834,2647.1
125850,12451,13706,114604,5.670393,1276,131119,73440,15022,7670,9187,162403,2759.6
126420,16158,1094,197881,9.722079,9984,255363,16410,12564,4781,1672,105995,2313
126630,27560,14391,95942,12.25185,8632,120312,66931,2708,4604,9695,96143,2094.2
127551,2688,12627,37408,20.336346,4736,295419,23024,14968,9479,815,248442,2642.3
128159,9576,14536,296053,14.894852,8088,262122,12548,7051,4365,4307,118200,2649.5
128617,9938,18180,174075,17.893124,1135,231719,74926,14587,987,1854,167669,2631.8
129068,1786,2562,35066,7.104019,5873,220786,30846,1839,9191,8591,263707,2664
